,url,output,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,pc1,pc2
19,<sserpdrow>,<seetpeeic>>>>>>>>erfsni>t1ra99,2.7246518,1.1812948,2.6190574,1.8613386,1.2502115,1.2633401,3.5637777,1.4814885,0.1436623,0.60711175
20,<oohay>,<oo>ec>a>>l>>>>mel>>>sni>t1rq9,0.6664213,1.9179251,0.18674006,0.0,0.22959702,1.5979102,0.870739,0.73832315,-0.0946659,-0.31292653
21,<uhos>,<tois>ol>>ih>>it>eerf>ni>z1yk69,0.18770698,0.039422978,0.8094618,0.28472185,0.0,0.18176135,1.8890308,0.0,-0.52824855,-0.014225077
22,<xednay>,<elgoap>cila>e>meb>atsni>tm2ra9,1.8138878,2.9713905,0.55585,0.6555299,1.214868,2.2477827,0.90801036,1.9270471,0.36645025,-0.19619486
23,<yabe>,<tois>ol>>ih>>it>eerf>ni>z1yk69,0.23391908,0.40980944,0.73532224,0.3186276,0.0,0.23436698,1.8239311,0.0,-0.4810556,-0.044369705
24,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
25,<gnib>,<toi>>ol>>ih>>it>eerf>ni>z1yk69,0.0,0.18945168,0.5254948,0.5082794,0.0,0.20571788,1.8230495,0.0,-0.524427,-0.056024704
26,<tseretnip>,<seetpeeic>>>>>>>>eatsni>t1ra9g,2.6677241,1.3817769,2.0475616,1.6408856,0.9867043,1.5876501,3.0319228,1.3548532,0.14656241,0.44366103
27,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
28,<361>,<oo>>>>a>>il>>>m>l>rf>ni>z1yk9r,0.0,0.6822293,0.0,0.0,0.0,0.27162182,0.1637476,0.0,-0.44543785,-0.39121845
29,<063>,<ooi>>>a>>ip>>om-e>rf>ni>z1yk6r,0.0,0.6715165,0.0,0.0,0.0,0.2556787,0.5783495,0.038860295,-0.4573763,-0.33209902
30,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
31,<ksa>,<ooi>>>p>>ip>>om-e>rf>ni>z1yk69,0.0,0.47827992,0.033173207,0.0638456,0.0,0.17433314,0.839963,0.065424375,-0.4868889,-0.27666122
32,<margatsni>,<seeteee>>>>>>>>>>>atsni>t1ra9g,1.7434661,1.5106231,1.0955675,1.0590684,0.80599976,1.5108427,2.203813,1.1747082,0.035948813,0.13234197
33,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
34,<rlbmut>,<eegoap>cila>e>mel>atsni>tm2ra9,1.6417882,2.8287528,0.36578625,0.5968524,0.9437346,2.2576904,0.6559914,1.6649555,0.29481274,-0.26271853
35,<nsm>,<ooi>>>p>>ip>>om>e>rf>ni>z1yk69,0.122184664,0.52430254,0.21523248,0.0,0.0,0.2507433,0.93964773,0.09820508,-0.46361285,-0.24601264
36,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
37,<liam>,<toi>>ol>>ih>>it>eerf>ni>z1yk69,0.110877104,0.29366434,0.40119883,0.24254404,0.0,0.11379463,1.7310525,0.0,-0.5210308,-0.09089212
38,<tfosorcim>,<seetpeeic>>>>>>>>eatsni>t1ra9g,2.4750233,1.5460407,1.8363532,1.5430244,0.9309879,1.5477087,2.5269713,1.3172548,0.14571707,0.3259175
39,<soedivx>,<toitsee>>>>>>>>>>erf>ni>t1y499,1.2753613,1.2957839,1.0841547,0.89670855,0.33738378,1.2126689,2.3160882,0.52244323,-0.14971179,0.1084726
40,<lapyap>,<eonoap>cila>b>mel>atsni>tm2ra9,1.2688786,2.616759,0.3090418,0.46487242,0.9385139,1.9346898,0.33554882,1.5798031,0.21661659,-0.3308569
41,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
42,<osos>,<toos>olb>ih>>h>>eerf>ni>z1yi99,0.59561855,0.0,1.1048565,0.2082446,0.0,0.0,2.5740376,0.0,-0.531492,0.13886344
43,<hsacda>,<eenaas>>>>>>>>m>b>a>sni>t1ra9,1.4696032,1.9339515,0.75290215,1.0058749,0.98971015,1.5428073,1.496443,1.4085512,0.10945251,-0.03796479
44,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
45,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
46,<bdmi>,<toi>>ol>>ih>>it>eerf>ni>z1yk69,0.0,0.22665294,0.49582002,0.30182776,0.0,0.19250715,1.6165771,0.0,-0.52188855,-0.10191964
47,<elppa>,<oenaa>>>>l>>>>mel>a>sni>t7ra9,1.2451496,2.1057737,0.4456084,0.0,0.4219535,1.7938532,1.0740031,1.0789846,0.030796468,-0.2280808
48,<rugmi>,<oonaa>>>>l>>>>mel>a>sni>t7ra9,1.0694647,2.1754684,0.18051846,0.018070478,0.4381274,1.8210081,0.8431125,0.97094536,0.01805976,-0.29970288
49,<xuboen>,<elgoag>cila>e>mel>atsni>tm2ra9,1.4996511,3.2038736,0.8492863,1.0536345,0.99410623,2.4722228,0.472429,1.6562967,0.37735707,-0.2533058
50,<tsilsgiarc>,<seeteeei>>>>>>>>>eatsni>t1ra9g,2.081842,1.4955907,1.4467276,1.2960004,1.0348344,1.5512006,2.5423455,1.3091469,0.09914381,0.25382066
51,<nozama>,<eonoap>cila>b>mel>atsni>tm2ra9,1.4010131,2.6043513,0.3521464,0.47788143,1.0757859,2.0708773,0.58773434,1.5710939,0.23852566,-0.28182513
52,<t>,<oo>>>>a>>il>>>m>l>rf>ni>z7yk9r,0.18977131,0.5797186,0.0,0.0,0.0,0.106512494,0.3557351,0.29320458,-0.43320534,-0.33887145
53,<retsmahx>,<seetsee>>>>>>>>>>erf>ni>t1r499,1.7559714,1.3557291,1.220597,0.8760052,0.43865755,1.3810202,2.5837204,0.9205068,-0.054831672,0.18957521
54,<wolfrevokcats>,<teotsee>>>>>>>>>>erf>ni>t1y499,1.0185655,0.8171507,0.9046889,0.744103,0.7931011,0.3684653,1.94182,0.9422598,-0.20730424,0.06595337
55,<tidder>,<eedoap>cil>>e>meb>atsni>t2ra9,1.9545617,2.6096933,0.8456986,0.74522823,1.008499,1.9675184,1.1937962,1.5736227,0.2705778,-0.09554514
56,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
57,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
58,<nnc>,<ooi>>>a>>ip>>>m>e>rf>ni>z7yk6r,0.0,0.7225824,0.004910725,0.022046128,0.0,0.46927375,0.6449536,0.026473355,-0.43819132,-0.32873657
59,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
60,<2cf>,<oo>>>>a>>ip>>>m>e>rf>ni>z1yk6r,0.0,0.6346227,0.0,0.0,0.0,0.26538906,0.36060253,0.0,-0.4572314,-0.3611082
61,<og>,<oo>>c>a>>i>>>>m>l>>>sni>t7yk9,0.0,1.3712914,0.0,0.0,0.086246215,0.7820378,0.2112818,0.52713615,-0.27887696,-0.42733735
62,<gnefi>,<ooiec>a>>i>>>>m>l>a>sni>t1rk9,0.6697068,1.5477371,0.25311726,0.2747097,0.26453274,1.4073728,1.2464876,0.71176016,-0.14976159,-0.21343872
63,<cbb>,<oo>>>>a>>il>>>m>l>rf>ni>z7yk9r,0.0,0.7885101,0.0,0.041735172,0.0,0.47682816,0.47684118,0.0,-0.42737734,-0.35517442
64,<ebuv>,<tois>ol>>ih>>it>eerf>ni>z1yk69,0.17535478,0.37072837,0.8222715,0.4513817,0.0,0.3061139,1.9741685,0.0,-0.4822248,-0.011792226
65,<elpoep>,<elgoog>cslaee>mellatsni>tm2ra9,2.1772366,3.2366192,0.9482024,1.1391395,1.688865,2.236316,0.5370777,2.4295664,0.54165703,-0.16027126
66,<reggolb>,<eedoateis>>>>>m>>>atsni>t1ra9g,2.2114913,2.1060016,1.1130984,1.1614571,1.2272799,1.6960778,2.379002,1.5531255,0.21264496,0.17356515
67,<sserpxeila>,<seetseei>>>>>>>>>erf>ni>t1r499,2.2806497,0.99382013,2.0312717,1.4203019,1.05409,0.99917126,3.0353642,1.2529287,0.020640133,0.43383682
68,<ikinssalkondo>,<seiteee>>>>>>>>>>>atsni>t1ra9g,1.571884,1.2702276,0.99837035,0.637,0.70072633,1.019928,1.6866435,1.1898787,-0.044746794,0.035018947
69,<sserpdrow>,<seetpeeic>>>>>>>>erfsni>t1ra99,2.7246518,1.1812948,2.6190574,1.8613386,1.2502115,1.2633401,3.5637777,1.4814885,0.1436623,0.60711175
70,<ababila>,<teitsea>>>>>>>>>>>rf>ni>t1y499,1.2086227,1.1082284,0.8427662,0.68360245,0.35175887,1.2170869,1.8631865,0.700512,-0.15516412,0.01737101
71,<wmg>,<oo>>>>a>>il>>>m>l>rf>ni>z7yk9r,0.0,0.8291809,0.0,0.0,0.0,0.39905307,0.440505,0.12308841,-0.41740835,-0.36229667
72,<eboda>,<aenea>a>>>>>>>m>l>a>sni>t1ra9,1.3004831,1.878536,0.71950525,0.36730486,0.43168733,1.5934503,1.4882809,0.9487922,-0.010079516,-0.10411896
73,<tsopnotgniffuh>,<tnosnolb>ih>>h>>eerf>ni>t1y499,1.6608114,0.0,1.79889,1.5831491,0.3449924,0.0,3.7215176,0.33641833,-0.3704738,0.5317808
74,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
75,<tenauhnix>,<eeeoeeeic>>>>>>>>eatsni>t1ra9g,2.3332682,1.8366023,1.5554034,1.501656,0.91470766,1.9458508,2.3532755,1.3947958,0.19819216,0.24046735
76,<tnetnocresuelgoog>,<tnosnoeb>ih>>h>>eerf>ni>t1y499,1.748696,0.0,1.643786,1.0327799,0.25761262,0.0,3.05143,0.42725056,-0.36143094,0.3965873
77,<ukuoy>,<oonea>>>>l>>>>mel>>>sni>t7rq9,0.7755282,1.9087374,0.16532263,0.0,0.39407715,1.6838633,0.7125623,0.8953382,-0.049366485,-0.32671535
78,<yddadog>,<tnotsee>>>>>>>>>>erf>ni>t1y499,1.3779775,1.0516478,1.2595356,0.98875666,0.48695016,0.86694086,2.6350057,0.61770666,-0.17613415,0.20493376
79,<buhnrop>,<tois>ol>>ih>>i>>eerf>ni>t1yk99,0.8284136,0.8170316,0.85050434,0.67779833,0.0,0.9504806,2.2688165,0.1154463,-0.3290388,0.057884786
80,<dhiamaka>,<toiesea>>>>>>>>>>>rf>ni>t1yk99,0.93441457,1.2244161,0.7543631,0.8140361,0.32784507,1.2018055,1.935029,0.6873876,-0.16845103,0.0012768937
81,<yabetaripeht>,<seetsee>>>>>>>>>>eatsni>t1ra99,1.8329684,1.125125,1.6297683,0.9052154,0.7952575,1.0346246,2.3779702,1.2240412,-0.024279775,0.23037827
82,<ssakcik>,<trotsee>>>>>>>>>>erf>ni>t1y499,1.5118579,1.0507586,1.2661011,1.0594162,0.33149442,1.2729324,2.60166,0.63979036,-0.14160755,0.20381723
83,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
84,<nozama>,<eonoap>cila>b>mel>atsni>tm2ra9,1.4010131,2.6043513,0.3521464,0.47788143,1.0757859,2.0708773,0.58773434,1.5710939,0.23852566,-0.28182513
85,<nomklc>,<oonoap>cila>b>mel>atsni>tm2ra9,0.9544213,2.6528356,0.3937791,0.5546978,0.8775556,2.055802,0.32963517,1.3614986,0.1866974,-0.34971732
86,<yabe>,<tois>ol>>ih>>it>eerf>ni>z1yk69,0.23391908,0.40980944,0.73532224,0.3186276,0.0,0.23436698,1.8239311,0.0,-0.4810556,-0.044369705
87,<yapila>,<eenoap>cil>>e>meb>atsni>t2ra9,1.3872812,2.2958848,0.680429,0.5696636,0.8837772,1.7372272,0.72828233,1.525455,0.16906416,-0.20893452
88,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
89,<npse>,<toi>>ol>>ih>>it>eerf>ni>z1yk69,0.26301712,0.39396998,0.56611216,0.24523894,0.0,0.115871474,1.69353,0.0,-0.4928129,-0.075723514
90,<noitomyliad>,<seieasa>>>>>>>m>l>atsni>t1ra9g,1.3562412,1.7233393,0.8890711,1.0153078,0.59410864,1.6040998,1.5946249,0.90395296,0.007291768,-0.020338194
91,<tuoba>,<aeiea>a>>>>>>>m>l>a>sni>t1rk9,1.2899133,1.6689713,0.6574786,0.13362394,0.26149687,1.4493208,1.2885208,0.7536445,-0.07762656,-0.14225832
92,<pb>,<oo>>c>a>>i>>>>m>l>>fsni>t7yk9,0.0,1.3200767,0.0,0.0,0.0,0.68420565,0.12728974,0.37607014,-0.3098865,-0.43639356
93,<topsgolb>,<toos>olb>ih>>h>>eerf>ni>t1y499,1.3543432,0.040164,1.6680382,1.1477053,0.0,0.30240577,3.7077503,0.0,-0.43989623,0.4519502
94,<xilften>,<tootsee>>>>>>>>>>erf>ni>t1y499,1.4046222,0.9981963,0.78557384,0.84732264,0.44880626,1.1202323,2.2549748,0.72345597,-0.15978165,0.10182394
95,<oemiv>,<oonea>>>>l>>>>mel>a>sni>t1rq9,1.0215907,2.0162833,0.16174658,0.0,0.37800422,1.6845357,1.1123842,0.93087107,-0.03069407,-0.2581228
96,<liamyliad>,<seatsee>>>>>>>>>>>rtsni>t1r499,1.3015896,1.1756195,0.674557,1.2252972,0.7393736,1.2385706,2.0525875,0.99673516,-0.07763276,0.07407609
97,<ebutder>,<tsotsee>>>>>>>>>>erf>ni>t1y499,2.0768192,0.891941,1.6835935,0.874519,0.2928822,1.1206977,3.301305,0.784041,-0.13273785,0.38029778
98,<netukar>,<seetsee>>>>>>>>>>ertsni>t1r499,2.053743,1.2938422,1.1686606,0.6640269,0.59879607,1.4446193,2.5397947,1.0857695,-0.013314811,0.19339767
99,<tiudnoc>,<toos>olb>ih>>h>>eerf>ni>t1y499,1.2353549,0.410612,1.3783928,0.93952864,0.0,0.517616,3.068591,0.12367149,-0.37597626,0.2927269
100,<yabe>,<tois>ol>>ih>>it>eerf>ni>z1yk69,0.23391908,0.40980944,0.73532224,0.3186276,0.0,0.23436698,1.8239311,0.0,-0.4810556,-0.044369705
101,<xxnx>,<goi>>ol>>ih>>it>eerf>ni>z1yk69,0.0,0.31359276,0.31614602,0.22877423,0.0,0.16461165,1.4812366,0.0,-0.51819575,-0.1444681
102,<anihc>,<ooiec>a>>i>>>>m>l>atsni>t1yk9,0.67268413,1.6231971,0.3682225,0.039174303,0.0,1.5963221,1.3110797,0.5404361,-0.16878523,-0.22245952
103,<tserofemeht>,<seetpeei>>>>>>>>>eatsni>t1ra9g,2.347257,1.0966748,1.5424881,1.0405637,0.9823442,1.1037117,2.5258899,1.3316877,0.03659807,0.29424113
104,<semitaidni>,<seetseei>>>>>>>>>erf>ni>t1r499,2.121764,1.0600206,1.7409383,1.5349607,0.90742844,1.1198785,2.8716083,1.2379391,0.012442066,0.37306508
105,<lou>,<ooi>>>p>>ip>>om-e>rf>ni>z1yk69,0.0,0.60343283,0.0,0.0,0.0,0.1837567,0.961957,0.0,-0.48602182,-0.27356234
106,<nimsajevil>,<seatsee>>>>>>>>>>>atsni>t1ra9g,1.32351,1.248371,1.1708845,0.84799916,0.69577837,1.0915828,1.90949,0.9553374,-0.07810066,0.072980896
107,<nozama>,<eonoap>cila>b>mel>atsni>tm2ra9,1.4010131,2.6043513,0.3521464,0.47788143,1.0757859,2.0708773,0.58773434,1.5710939,0.23852566,-0.28182513
108,<xobpord>,<aenea>a>>>>>>>m>l>a>sni>t1ra9,1.1882483,2.0500743,0.63252,0.8135483,0.71624184,1.6731056,1.5372493,1.0650431,0.04713529,-0.09108361
109,<tenc>,<tois>ol>>ih>>i>>eerf>ni>z1yk99,0.57433206,0.32174003,0.84619534,0.32593372,0.0,0.20527789,2.2194424,0.0,-0.47662175,0.05170486
110,<rkcilf>,<oonaa>>>>l>>b>mel>atsni>t2ra9,1.2300202,2.4495268,0.36773947,0.46848264,0.70094985,1.876847,0.62280303,1.437233,0.15305325,-0.2828253
111,<tenxip>,<eedoap>cil>>e>meb>atsni>t2ra9,1.9639635,2.6589642,0.75207746,0.7204778,1.0406824,2.0093408,1.0241724,1.7086229,0.29673097,-0.13016245
112,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
113,<loa>,<ooi>>>p>>ip>>om-e>rf>ni>z1yk69,0.0,0.59756845,0.0,0.0,0.0,0.19614604,0.99929583,0.0,-0.48688853,-0.26833338
114,<swanozama>,<eedooteis>>>>>m>>>atsni>t1ra9g,2.022563,1.6726172,1.4896271,1.3631697,1.4560269,1.538221,2.1373034,1.7583221,0.20302811,0.20083359
115,<nropuoy>,<toos>olb>ih>>h>>eerf>ni>t1y499,1.2107389,0.4902661,1.3173107,1.3672671,0.0,0.56659424,3.0919945,0.0830971,-0.35955635,0.31018275
116,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
117,<uogos>,<oenaa>>>>l>>e>mel>a>sni>t7ra9,1.2570177,2.2730362,0.3174568,0.0014782755,0.7405356,1.9007682,0.95696986,1.1020737,0.08343038,-0.26075304
118,<gnikoob>,<tootsoe>>i>>>>>>>erf>ni>t1y499,0.89442706,1.1479565,0.9200966,1.3125238,0.19445345,1.098704,2.4344509,0.44116858,-0.21698767,0.11605681
119,<deefzzub>,<teitsea>>>>>>>>>>>rf>ni>t1y499,1.011743,1.1357267,0.72817296,0.77744937,0.5305987,1.1847025,2.1026237,0.86514926,-0.14853947,0.03512418
120,<erahsedils>,<seetseei>>>>>>>>>erfsni>t1ra99,2.1833954,1.2088802,1.7216752,1.090001,0.99360985,0.8983735,2.945788,1.32431,0.014326328,0.35793567
121,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
122,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
123,<aidemwen2m>,<seroeeei>>>>>>>>>>atsni>t1ra9g,1.8386344,1.5487807,1.1204791,0.9283667,1.2142396,1.22804,2.1559386,1.5398082,0.08915483,0.1397728
124,<olbema>,<eonoap>cila>b>mel>atsni>tm2ra9,1.2666332,2.6790893,0.32953486,0.6250554,0.9877122,1.9721584,0.65405476,1.586133,0.22530551,-0.27812126
125,<semityn>,<seetsee>>>>>>>>>>eatsni>t1ra9g,1.9067008,1.714804,1.4580672,1.1476972,0.3610433,1.8491836,2.4403312,0.9594674,0.04753209,0.18767098
126,<rehtaew>,<seetsee>>>>>>>>>>eatsni>t1ra9g,2.175042,1.30902,1.320112,0.6792448,0.9437498,1.3103071,2.691969,1.3662224,0.039703593,0.24682859
127,<revreseruces>,<seeoeeeic>>>>>>>>eatsni>t1ra9g,2.7086833,1.4340671,1.6186696,1.0516617,1.1534177,1.1854416,2.5540888,1.7032619,0.15479097,0.31827515
128,<xatllaadanac>,<trotsee>>>>>>>>>>erf>ni>t1y499,1.1765287,0.7288958,1.0278703,1.080905,0.56739974,0.66792893,2.1109788,0.85279626,-0.1993061,0.1267395
129,<obolg>,<ooie>>a>>i>>>>m>l>rf>ni>t1yk99,0.69320047,1.3021504,0.5902443,0.20223291,0.12556848,1.0721906,1.6382804,0.4541799,-0.23875831,-0.11606995
130,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
131,<sdakcilcno>,<seetsee>>>>>>>>>>erf>ni>t1r499,1.3791655,1.0351028,1.3368665,1.2645714,0.64412946,1.0827655,2.46658,0.85924196,-0.11064999,0.20499328
132,<rrevif>,<eenoap>>>>>>e>meb>a>sni>t7ra9,1.7684069,2.425771,0.7408165,0.650617,0.8141011,1.8667519,1.3126886,1.5617,0.20431517,-0.09879844
133,<aikiw>,<oo>ec>a>>l>>>>mel>>>sni>t1rq9,0.82175225,1.858011,0.16828641,0.0,0.09861554,1.6480262,0.89912575,0.7760065,-0.093476236,-0.29847756
134,<niarbtuo>,<seetsee>>>>>>>>>>>rfsni>t1r499,1.7825788,1.2849805,1.0701044,0.7870985,0.42378014,1.3693765,2.2267847,0.8915963,-0.060871463,0.12691782
135,<pley>,<toi>>ol>>ih>>it>eerf>ni>z1yk69,0.029106902,0.16011243,0.31184298,0.30220148,0.0,0.0057363133,1.6472636,0.0,-0.54764336,-0.103178576
136,<trakpilf>,<trotsee>>>>>>>>>>erf>ni>t1y499,1.4697019,0.9522754,1.3033564,0.9703245,0.32624298,1.1991884,2.575624,0.68828654,-0.157129,0.20165466
137,<allizom>,<toit>ol>>ih>>a>>eerf>ni>t1yk99,0.8743022,0.7587161,0.8556965,0.84726346,0.13544965,0.81082547,2.32061,0.3788399,-0.30378976,0.089664325
138,<fda>,<ooi>>>a>>ip>>om-e>rf>ni>z1yk6r,0.0,0.60503227,0.0,0.04060085,0.0,0.22594032,0.61932814,0.0,-0.4704563,-0.31996426
139,<aidemikiw>,<seeteee>>>>>>>>>>eatsni>t1ra9g,1.7498122,1.6416408,1.4957703,1.3434566,0.7967371,1.5683563,2.3254952,1.1113997,0.0646245,0.19285236
140,<etiustooh>,<seetpeei>>>>>>>>>eatsni>t1ra9g,2.3441045,1.3154687,1.564686,1.4616277,0.86402786,1.1539437,2.6065235,1.2604239,0.058047723,0.31883508
141,<vertcerid>,<ssetseei>>>>>>>>>erf>ni>t1r499,2.4919682,0.7806221,2.0206518,1.185466,0.965685,0.9134884,3.4712594,1.318536,-0.014441276,0.50732934
142,<elgoog>,<elgoog>cslaoeasellatsni>t62ra9,3.5265472,5.012205,2.0260181,1.6699502,3.4048233,3.5586329,0.23113199,4.3131285,1.2949531,-0.061896577
143,<wohikiw>,<ooiec>a>>i>>>>m>l>rf>ni>t1yk9r,0.34294987,1.338441,0.2999472,0.50438434,0.23845175,1.4003385,1.5738795,0.54763085,-0.21615632,-0.16456218
144,<lanruojevil>,<toot>ol>>ih>>i>>eerf>ni>t1y499,0.87143195,0.62796766,1.0569534,1.1692321,0.15131572,0.57875514,2.3109326,0.34065068,-0.32197738,0.13747457
145,<srewsna>,<teetsee>>>>>>>>>>erf>ni>t1r499,1.7566705,1.1009641,1.5817437,0.9023593,0.4437564,1.2185372,2.8306894,0.891695,-0.09242077,0.2732511
146,<sloohcs3w>,<eeeooteic>>>>>>>>eatsni>t1ra9g,2.3313355,1.6704999,1.8964809,1.942722,1.447965,1.5829848,2.286603,1.5860652,0.23665284,0.313546
